star_name,has_planets,planet_count,planet_count_override,confirmed_exoplanet_count,distance_ly,planet_names,notes,hyg_id,nasa_hosts,match_method,controversial_planet_count,distance_pc,spectral_type,hyg_luminosity_solar,apparent_magnitude,hip,hd,hr,gliese,bayer_flamsteed,proper_name,ra_deg_j2000,dec_deg_j2000,x_ly,y_ly,z_ly,component,primary_hyg_id,archive_planet_count,solar_system_planet_count,x_pc,y_pc,z_pc,system_id,faction_owners
Gl 880,Unknown,0,,0,22.3257302110888,,,112936,,,0,6.8451,M2:,0.013765753865094156,8.68,113296,216899,,Gl 880,,,344.145135,16.553433,20.585522857781115,-5.846457440613493,6.360577738808396,1,112936,0,0,6.31155,-1.792532,1.950162,hyg:112936,
Gl 293,Unknown,0,,0,22.540341107626414,,,118510,,,0,6.9109,DQ9,9.70957006529e-05,14.08,,,,Gl 293,,,118.28038500000001,-67.791861,-4.040757886660288,7.500422524525317,-20.86823194442221,1,118510,0,0,-1.238902,2.29964,-6.398229,hyg:118510,
Gl 667B,Unknown,0,,0,22.736687247011893,,,119143,,,0,6.9711,K5 V,0.055821306891772615,7.2,,,,Gl 667B,,,259.734435,-34.992895,-3.3183345562728097,-18.328592478384348,-13.039014437084422,2,84451,0,0,-1.017406,-5.619572,-3.99778,hyg:84451,
Gl 667C,Yes,5,,5,22.736687247011893,GJ 667 C b; GJ 667 C c; GJ 667 C e; GJ 667 C f; GJ 667 C g,,119144,GJ 667 C,catalog identifier,3,6.9711,M2.5,0.003394689053800783,10.24,,,,Gl 667C,,,259.73895000000005,-34.997665,-3.3166646356188996,-18.327737948674727,-13.040527802677028,3,84451,5,0,-1.016894,-5.61931,-3.998244,hyg:84451,
Gl 809,Unknown,0,,0,22.98978459612009,,,102765,,,0,7.0487,M2V,0.016458869432193036,8.55,103096,199305,,Gl 809,,,313.33245,62.15439,7.368798856733948,-7.81071139446614,20.327343992308094,1,102765,0,0,2.259284,-2.394775,6.232392,hyg:102765,
Gl 393,Yes,1,,1,23.049797369619967,GJ 393 b,,51172,GJ 393,catalog identifier,0,7.0671,M2,0.006003437587325644,9.65,51317,,,Gl 393,,,157.23147,0.841,-21.25159615079047,8.919616986192851,0.33832201060557787,1,51172,1,0,-6.515769,2.734767,0.10373,hyg:51172,
268 G. Cet,Unknown,0,,0,23.41900638919532,,,12082,,,0,7.1803,K3V,0.21697015538008513,5.79,12114,16160,753,Gl 105A,,268 G. Cet,39.020355,6.88687,18.0640470404183,14.638625560649748,2.8082488124702634,1,12082,0,0,5.538462,4.488223,0.861013,hyg:12082,
GJ 3737,Unknown,0,,0,23.46434212569795,,,118835,,,0,7.1942,M4,0.0003614098626396,12.74,,,,GJ 3737,,,189.706755,-38.374865,-18.132031075789577,-3.1007230210601984,-14.566757002819864,1,118835,0,0,-5.559306,-0.950686,-4.466188,hyg:118835,
Gl 105B,Unknown,0,,0,23.511960956844593,,,118157,,,0,7.2088,dM4.5,0.0009808441360309,11.66,,,,Gl 105B,,,39.06465,6.87166,18.127641010945506,14.713471926208188,2.8136173464474807,2,12082,0,0,5.55796,4.511171,0.862659,hyg:12082,
GJ 1286,Unknown,0,,0,23.53218265226303,,,119571,,,0,7.215,M5,6.03114819618e-05,14.69,,,,GJ 1286,,,353.79423,-2.390374,23.373931577794867,-2.5415996658679396,-0.9814762949527784,1,119571,0,0,7.16648,-0.779258,-0.300922,hyg:119571,
GJ 4053,Unknown,0,,0,23.754947458243567,,,119212,,,0,7.2833,m,0.0001874131239977,13.48,,,,GJ 4053,,,274.73089500000003,66.192187,0.7924686740659256,-9.55635903615414,21.73351176824962,1,119212,0,0,0.242972,-2.929993,6.663525,hyg:119212,
GJ 1230A,Unknown,0,,0,23.98195229713442,,,119229,,,0,7.3529,k-m,0.0005161786054967,12.4,,,,GJ 1230A,,,280.287405,24.784458,3.8886124595829807,-21.422939142260184,10.053372432337799,1,119229,0,0,1.192254,-6.568303,3.082378,hyg:119229,
GJ 1230B,Unknown,0,,0,23.98195229713442,,,119230,,,0,7.3529,m,0.0001182496870383,14.0,,,,GJ 1230B,,,280.28738999999996,24.786125,3.888557012998769,-21.42265538621157,10.054005175710568,2,119229,0,0,1.192237,-6.568216,3.082572,hyg:119229,
GJ 3991,Unknown,0,,0,24.283973102900124,,,83688,,,0,7.4455,M3,0.000945366045958,11.77,83945,,,GJ 3991,,,257.38111499999997,43.681351,-3.836580732645829,-17.13778249708541,16.7716523937157,1,83688,0,0,-1.176301,-5.254468,5.142212,hyg:83688,
96 G. Psc,Unknown,0,,0,24.3146318024055,,,3759,,,0,7.4549,K2V,0.24479356661960658,5.74,3765,4628,222,Gl 33,,96 G. Psc,12.095730000000001,5.280615,23.67363015015123,5.073346147565057,2.237736076568136,1,3759,0,0,7.258368,1.555495,0.686093,hyg:3759,
GJ 4274,Yes,2,,2,24.321807242715266,GJ 4274 b; GJ 4274 c,,119492,GJ 4274,catalog identifier,0,7.4571,M4,0.0002427727847681,13.25,,,,GJ 4274,,,335.77774500000004,-17.607447,21.141440095780418,-9.511127669692382,-7.357194212814786,1,119492,2,0,6.481995,-2.916125,-2.255726,hyg:119492,
Gl 19,Unknown,0,,0,24.327351901136453,,,2016,,,0,7.4588,G2IV,3.6074473386419155,2.82,2021,2151,98,Gl 19,Bet Hyi,,6.418740000000001,-77.254247,5.3335276131972575,0.6018139634716032,-23.728545099467397,1,2016,0,0,1.635267,0.184517,-7.275205,hyg:2016,
Gl 109,Unknown,0,,0,24.493691653771993,,,12748,,,0,7.5098,M3.5Ve,0.002959374995343386,10.55,12781,,,Gl 109,,,41.06439,25.523357,16.66583421852928,14.520419966237647,10.554195335013189,1,12748,0,0,5.109768,4.451981,3.235931,hyg:12748,
HIP 62951,Unknown,0,,0,24.554356740027306,,,62752,,,0,7.5284,A2,0.019480495532907652,8.51,62951,,,,,,193.494465,-18.034764,-22.70339320397457,-5.448279211569339,-7.601879988941664,1,62752,0,0,-6.960892,-1.67045,-2.330747,hyg:62752,
GJ 2005,Unknown,0,,0,24.55990139844849,,,117987,,,0,7.5301,M5.5,3.35428530833e-05,15.42,,,,GJ 2005,,,6.175485,-27.147825,21.694920945638174,2.347393112320282,-11.18963602102739,1,117987,0,0,6.651693,0.719714,-3.430758,hyg:117987,
Gl 68,Unknown,0,,0,24.567402995135975,,,7966,,,0,7.5324,K1V,0.3962780342554391,5.24,7981,10476,493,Gl 68,107    Psc,,25.62405,20.268504,20.778783557833393,9.966233232903217,8.510300516849668,1,7966,0,0,6.370804,3.055661,2.60927,hyg:7966,
GJ 1224,Unknown,0,,0,24.578492311978344,,,119199,,,0,7.5358,m,0.0001747430855267,13.63,,,,GJ 1224,,,271.887045,-15.965789,0.778003638714188,-23.617596484459494,-6.760641151715753,1,119199,0,0,0.238537,-7.241188,-2.072822,hyg:119199,
Gl 53B,Unknown,0,,0,24.63426505256791,,,118043,,,0,7.5529,,0.0019787913352337363,11.0,,,,Gl 53B,,,17.030925,54.920396,13.534263327264634,4.154922403552479,20.159559366919268,2,5325,0,0,4.149624,1.273905,6.180949,hyg:5325,
Gl 53A,Unknown,0,,0,24.63785277272279,,,5325,,,0,7.554,G5Vp,0.4250108331760469,5.17,5336,6582,321,Gl 53A,30Mu  Cas,,17.062155,54.92034,13.53450794454792,4.155564931616581,20.160136663707828,1,5325,0,0,4.149699,1.274102,6.181126,hyg:5325,
GJ 3378,Yes,1,,1,24.671446879627617,GJ 3378 b,,118405,GJ 3378,catalog identifier,0,7.5643,m,0.0010318106352675907,11.71,,,,GJ 3378,,,90.291945,59.600972,-0.06318301349128752,12.48406262196316,21.279671691784326,1,118405,1,0,-0.019372,3.827631,6.524377,hyg:118405,
Gl 879,Unknown,0,,0,24.817891093222435,,,112923,,,0,7.6092,K4Vp,0.12906247820605365,6.48,113283,216803,8721,Gl 879,,,344.100075,-31.565567,20.3370993295656,-5.7930917340914805,-12.99165653103995,1,112923,0,0,6.235383,-1.77617,-3.98326,hyg:112923,
GJ 3193B,Unknown,0,,0,24.89747324938532,,,118187,,,0,7.6336,M3,0.000967386449969,11.8,,,,GJ 3193B,,,45.459585,-16.589769,16.7365123055805,17.00706554402409,-7.108656529867072,2,118187,0,0,5.131438,5.21439,-2.179524,hyg:118187,
GJ 3192,Unknown,0,,0,24.89747324938532,,,119616,,,0,7.6336,M3,0.00272898,10.96,,,,GJ 3192,,,45.45984,-16.590778,16.736290519243653,17.007111205916974,-7.109067486902997,1,119616,0,0,5.13137,5.214404,-2.17965,hyg:119616,
Gl 514,Yes,1,,1,24.969879965238437,GJ 514 b,,65653,GJ 514,catalog identifier,0,7.6558,M1V,0.01224616199265047,9.05,65859,,,Gl 514,,,202.49907000000002,10.377162,-22.692352810588858,-9.399066861436463,4.497826911264977,1,65653,1,0,-6.957507,-2.881767,1.37904,hyg:65653,
Vega,Unknown,0,,0,25.04456977573557,,,90979,,,0,7.6787,A0Vvar,49.93441887213498,0.03,91262,172167,7001,Gl 721,3Alp Lyr,Vega,279.2346,38.783692,3.1329440096148358,-19.26934814957919,15.687244407519296,1,90979,0,0,0.960565,-5.908009,4.809731,hyg:90979,
Gl 673,Unknown,0,,0,25.115998022455535,,,85036,,,0,7.7006,K7V,0.04979663541644856,7.54,85295,157881,,Gl 673,,,261.438465,2.111422,-3.736418109049017,-24.81858580630697,0.9253219514012866,1,85036,0,0,-1.145591,-7.609413,0.283705,hyg:85036,
Fomalhaut,Unknown,0,,0,25.12578271378704,,,113008,,,0,7.7036,A3V,17.587333541355722,1.17,113368,216956,8728,Gl 881,24Alp PsA,Fomalhaut,344.41256999999996,-29.622236,21.03877259120274,-5.869105739482144,-12.419242303455734,1,113008,0,0,6.450517,-1.799476,-3.807757,hyg:113008,
GJ 3417,Unknown,0,,0,25.283316244224228,,,118451,,,0,7.7519,m,0.0001814679779397,13.65,,,,GJ 3417,,,104.483655,62.325443,-2.9379644654519894,11.369338400457982,22.390902778484158,1,118451,0,0,-0.900784,3.485855,6.865082,hyg:118451,
GJ 1093,Unknown,0,,0,25.30321178326495,,,118455,,,0,7.758,m,6.13196969716e-05,14.83,,,,GJ 1093,,,104.86775999999999,19.349633,-6.12606804166628,23.074581992762663,8.383761626986903,1,118455,0,0,-1.878261,7.074699,2.570473,hyg:118455,
Gl 701,Unknown,0,,0,25.30516872153125,,,88300,,,0,7.7586,M2V,0.009366988779521163,9.37,88574,165222,,Gl 701,,,271.28157,-3.031319,0.5652029100728988,-25.264386128061545,-1.3382359255906837,1,88300,0,0,0.173292,-7.746096,-0.410305,hyg:88300,
Gl 480.1,Unknown,0,,0,25.377901593762083,,,61681,,,0,7.7809,M4,0.0006698846094165,12.24,61874,,,Gl 480.1,,,190.193595,-43.566376,-18.097102989299888,-3.2538567019619866,-17.48942473415694,1,61681,0,0,-5.548597,-0.997637,-5.362282,hyg:61681,
Gl 915,Unknown,0,,0,25.44117593103913,,,119615,,,0,7.8003,DA5,0.0003194478724209,13.05,,,,Gl 915,,,0.5408850000000001,-43.165974,18.55532334591792,0.17619293680636192,-17.404669737843466,1,119615,0,0,5.689088,0.054021,-5.336296,hyg:119615,
p Eridani,Unknown,0,,0,25.512930334136815,,,7736,,,0,7.8223,K0V,0.26472807400175613,5.76,7751,10360,486,Gl 66B,,p Eridani,24.947535,-56.1964,12.869951278694948,5.987167825088051,-21.200500492657365,2,118084,0,0,3.945945,1.835674,-6.500103,hyg:118084,
Gl 382,Unknown,0,,0,25.66557151890825,,,49845,,,0,7.8691,M3,0.010665961212302578,9.26,49986,,,Gl 382,,,153.07362,-3.745662,-22.83446240592382,11.597807681484785,-1.6766818756197939,1,49845,0,0,-7.001078,3.555904,-0.514073,hyg:49845,
GJ 3789,Unknown,0,,0,25.885400917489335,,,118894,,,0,7.9365,M4  e,0.0009103323996799,11.95,,,,GJ 3789,,,202.94379,29.27375,-20.793405148246435,-8.8020180426433,12.657515845196702,1,118894,0,0,-6.375287,-2.698711,3.880812,hyg:118894,
GJ 1087,Unknown,0,,0,26.071636209165593,,,118400,,,0,7.9936,DAP9,0.000127526370646,14.1,,,,GJ 1087,,,89.10558,5.364556,0.4052068989839504,25.954278621335558,2.437500334792087,1,118400,0,0,0.124237,7.957618,0.747341,hyg:118400,
Gl 793,Unknown,0,,0,26.07783318034221,,,100854,,,0,7.9955,M3,0.003385322128153541,10.54,101180,,,Gl 793,,,307.632,65.44956,6.616131045440796,-8.580835095094692,23.720557529777114,1,100854,0,0,2.028515,-2.630896,7.272756,hyg:100854,
Gl 257A,Unknown,0,,0,26.123821229600274,,,33412,,,0,8.0096,M4+...,0.002649720098878961,10.81,33499,,,Gl 257A,,,104.44524,-44.2912,-4.664326480525597,18.10836516902245,-18.24240239400892,1,33412,0,0,-1.430089,5.55205,-5.593146,hyg:33412,
Gl 831B,Unknown,0,,0,26.13001820077689,,,119418,,,0,8.0115,,6.13196969716e-05,14.9,,,,Gl 831B,,,322.82856,-9.790445,20.518044364795294,-15.557796202767298,-4.4432837802194065,2,105913,0,0,6.290861,-4.770042,-1.362317,hyg:105913,
Gl 257B,Unknown,0,,0,26.172092373502352,,,118454,,,0,8.0244,M3,0.0011716556739113013,11.7,,,,Gl 257B,,,104.44930500000001,-44.290792,-4.6726369450298195,18.142037553457925,-18.275976931531083,2,33412,0,0,-1.432637,5.562374,-5.60344,hyg:33412,
GJ 1276,Unknown,0,,0,26.260480751863593,,,119536,,,0,8.0515,DZ9+,3.10170149948e-05,15.65,,,,GJ 1276,,,343.47219,-6.782264,24.99930579363604,-7.418221332649365,-3.10127422533854,1,119536,0,0,7.664822,-2.274437,-0.950855,hyg:119536,
Gl 623,Unknown,0,,0,26.27744088350486,,,80105,,,0,8.0567,M3,0.0044096081645063736,10.27,80346,,,Gl 623,,,246.03744,48.352905,-7.091572458802269,-15.957040963166587,19.63526625130338,1,80105,0,0,-2.174286,-4.892451,6.0202,hyg:80105,
Gl 713A,Unknown,0,,0,26.279723978148876,,,89660,,,0,8.0574,F7Vvar,2.1498096103893576,3.55,89937,170153,6927,Gl 713A,44Chi Dra,,275.26104000000004,72.732843,0.7156979858789585,-7.767922939273481,25.096219899710793,1,89660,0,0,0.219434,-2.381656,7.694536,hyg:89660,
GJ 4063,Unknown,0,,0,26.302881080966767,,,119224,,,0,8.0645,M3  p,0.0015317927158934159,11.42,,,,GJ 4063,,,278.650635,40.121916,3.025270004639207,-19.884335569146774,16.950001224178774,1,119224,0,0,0.927552,-6.096565,5.196894,hyg:119224,
Tabit,Unknown,0,,0,26.31560117969772,,,22396,,,0,8.0684,F6V,3.003308878676558,3.19,22449,30652,1543,Gl 178,1Pi 3Ori,Tabit,72.460035,6.961276,7.872504981788354,24.90781240655894,3.1894962639471416,1,22396,0,0,2.413721,7.63677,0.977904,hyg:22396,
Gl 686,Yes,1,,1,26.373004702175866,Gl 686 b,,86022,Gl 686,catalog identifier,0,8.086,M1,0.008083510373900676,9.62,86287,,,Gl 686,,,264.472155,18.591709,-2.4078396738025263,-24.88021305387655,8.40821030906055,1,86022,1,0,-0.738247,-7.628308,2.577969,hyg:86022,
GJ 2034,Yes,1,,1,26.51683966474895,RR Cae b,RR Cae: Catalog distances differ by >20%; HYG controls selection.,118293,RR Cae,verified alias,1,8.1301,DA8,0.0001037528415818,14.36,,,,GJ 2034,,,65.253165,-48.657863,7.332200849590352,15.907302115564784,-19.908275447271183,1,118293,1,0,2.248063,4.877201,-6.103905,hyg:118293,
GJ 1123,Unknown,0,,0,26.51683966474895,,,118621,,,0,8.1301,m,0.0003311311214826,13.1,,,,GJ 1123,,,139.207395,-77.838716,-4.231366935361729,3.6470055996617488,-25.921760830477197,1,118621,0,0,-1.297343,1.118177,-7.947648,hyg:118621,
GJ 1289,Yes,1,,1,26.51683966474895,GJ 1289 b,,119588,GJ 1289,catalog identifier,0,8.1301,k,0.0005395106225151,12.57,,,,GJ 1289,,,355.77318,36.537175,21.24684079080336,-1.5691057175574805,15.786053482148583,1,119588,1,0,6.514311,-0.48109,4.840026,hyg:119588,
Gl 493.1,Unknown,0,,0,26.55989230660756,,,118861,,,0,8.1433,dM5  e,0.0002521157630807,13.4,,,,Gl 493.1,,,195.140715,5.685534,-25.50540590650289,-6.901299351169876,2.6305881719641757,1,118861,0,0,-7.819993,-2.115948,0.806542,hyg:118861,
p Eridani,Unknown,0,,0,26.57065546707221,,,118084,,,0,8.1466,K2 V,0.27669416454115103,5.8,,10361,487,Gl 66A,,p Eridani,24.945045,-56.19462,13.405444604321627,6.236259973877882,-22.08111292780124,1,118084,0,0,4.110128,1.912046,-6.7701,hyg:118084,
Gl 747A,Unknown,0,,0,26.603271104843884,,,119260,,,0,8.1566,M3.5 J,0.001045201441458435,11.86,,,,Gl 747A,,,286.924995,32.543654,6.527938360906189,-21.44804339865304,14.306803846652064,1,119260,0,0,2.001475,-6.576,4.386486,hyg:119260,
Gl 747B,Unknown,0,,0,26.603271104843884,,,119261,,,0,8.1566,M5   K,0.0007928663748785,12.16,,,,Gl 747B,,,286.924995,32.543654,6.52985942197094,-21.454367570816967,14.311017787052165,2,119260,0,0,2.002064,-6.577939,4.387778,hyg:119260,
Gl 518,Unknown,0,,0,26.690354857694253,,,118902,,,0,8.1833,DZ9,8.05378441199e-05,14.65,,,,Gl 518,,,204.135135,3.679643,-24.306999743166926,-10.890886563730183,1.7129276338754558,1,118902,0,0,-7.45256,-3.339161,0.525186,hyg:118902,
Gl 54,Unknown,0,,0,26.72525359010995,,,5485,,,0,8.194,K,0.007027486176561337,9.8,5496,,,Gl 54,,,17.59389,-67.444956,9.77171356923295,3.0989063300363164,-24.681779513673682,1,5485,0,0,2.996021,0.950129,-7.567468,hyg:5485,
GJ 1151,Yes,1,,1,26.778090923300063,GJ 1151 c,,118777,GJ 1151,catalog identifier,0,8.2102,m,0.0002943065989699,13.25,,,,GJ 1151,,,177.755625,48.376728,-17.76927342936546,0.6997587236999413,20.013144507398447,1,118777,1,0,-5.448084,0.214547,6.136058,hyg:118777,
Gl 884,Unknown,0,,0,26.802226495251098,,,113216,,,0,8.2176,K5/M0V,0.04145720317867258,7.88,113576,217357,,Gl 884,,,345.06735000000003,-22.524347,23.921965616144757,-6.379820965093684,-10.267461478671068,1,113216,0,0,7.334508,-1.956062,-3.148018,hyg:113216,
Gl 48,Yes,1,,1,26.86419620701728,Gliese 48 b,,4847,Gliese 48,catalog identifier,0,8.2366,M3.5e,0.006020048636844589,9.98,4856,,,Gl 48,,,15.625050000000002,71.679816,8.13172428610629,2.275668063296593,25.502600961654522,1,4847,1,0,2.493198,0.697723,7.819133,hyg:4847,
GJ 1227,Unknown,0,,0,26.88833177896832,,,119218,,,0,8.244,m,0.0002560943517157,13.41,,,,GJ 1227,,,275.62618499999996,62.048056,1.2324047041491548,-12.542992556289022,23.75156847817042,1,119218,0,0,0.377857,-3.845699,7.282264,hyg:119218,
Gl 831A,Unknown,0,,0,27.06249928466906,,,105913,,,0,8.2974,M4e...,0.0009862794856312,11.96,106255,,,Gl 831A,,,322.827495,-9.790663,21.248585727424146,-16.112464261839946,-4.6016685788024345,1,105913,0,0,6.514846,-4.940104,-1.410878,hyg:105913,
Gl 695A,Unknown,0,,0,27.105225770149953,,,86705,,,0,8.3105,G5IV,2.5775078699705363,3.42,86974,161797,6623,Gl 695A,86Mu  Her,,266.614785,27.720676,-1.416842874184196,-23.95194591038448,12.608080323026174,1,86705,0,0,-0.434406,-7.3437,3.865655,hyg:86705,
Gl 232,Unknown,0,,0,27.17958942426937,,,118425,,,0,8.3333,M4.5,0.0003610771451004,13.06,,,,Gl 232,,,96.172485,23.434998,-2.681644691331955,24.79298905378376,10.809549686255183,1,118425,0,0,-0.822196,7.601565,3.314223,hyg:118425,
Gl 618A,Unknown,0,,0,27.21383584392963,,,79777,,,0,8.3438,M4,0.003620762177566729,10.56,80018,,,Gl 618A,,,245.01511499999998,-37.529011,-9.116054449364091,-19.562500763434777,-16.578019875392823,1,79777,0,0,-2.794995,-5.99789,-5.082844,hyg:79777,
Gar,Yes,1,,1,27.300267284024567,GJ 486 b,,62257,GJ 486,catalog identifier,0,8.3703,M4,0.0016966802323464623,11.39,62452,,,Gl 486,,Gar,191.985975,9.751397,-26.319775981332494,-5.587688232096807,4.624036383186248,1,62257,1,0,-8.06968,-1.713193,1.417736,hyg:62257,
Gl 695B,Unknown,0,,0,27.39648341545101,,,119179,,,0,8.3998,M3   J,0.004450409766495373,10.35,,,,Gl 695B,,,266.60611500000005,27.715759,-1.4359197607168483,-24.208565748372013,12.74063027493026,2,86705,0,0,-0.440255,-7.42238,3.906295,hyg:86705,
Gl 695C,Unknown,0,,0,27.39648341545101,,,119180,,,0,8.3998,M4   K,0.002940356573672504,10.8,,,,Gl 695C,,,266.60611500000005,27.715759,-1.4360404385766037,-24.210617271987854,12.741709852540502,3,86705,0,0,-0.440292,-7.423009,3.906626,hyg:86705,
Gl 438,Unknown,0,,0,27.40822504504881,,,118769,,,0,8.4034,K0,0.004413671434634396,10.36,,,,Gl 438,,,175.82439,-51.839852,-16.889714479321608,1.2313642653042385,-21.55078918076137,1,118769,0,0,-5.17841,0.377538,-6.607502,hyg:118769,
Chara,Unknown,0,,0,27.525967497404555,,,61124,,,0,8.4395,G0V,1.2496833972112191,4.24,61317,109358,4785,Gl 475,8Bet CVn,Chara,188.43616500000002,41.35748,-20.43765334081567,-3.030948387175256,18.188048433662427,1,61124,0,0,-6.266213,-0.929293,5.576481,hyg:61124,
GJ 3146,Unknown,0,,0,27.59348186759192,,,118128,,,0,8.4602,m,3.01161880308e-05,15.79,,,,GJ 3146,,,34.129709999999996,13.594943,22.2010243200688,15.048134462255783,6.486020743242033,1,118128,0,0,6.806865,4.613779,1.988623,hyg:118128,
GJ 1154A,Unknown,0,,0,27.59348186759192,,,118805,,,0,8.4602,m,0.0002008167804184,13.73,,,,GJ 1154A,,,183.568635,0.621346,-27.53835817819401,-1.7174318534517239,0.2992354303000033,1,118805,0,0,-8.443299,-0.526567,0.091746,hyg:118805,
GJ 1057,Yes,1,,1,27.616965126787523,CD Cet b,,118201,CD Cet,verified alias,0,8.4674,m,0.0001886253245351,13.8,,,,GJ 1057,,,48.34278,4.775634,18.292486967371104,20.561987413565074,2.299226338459073,1,118201,1,0,5.608502,6.304334,0.704946,hyg:118201,
Gl 618B,Unknown,0,,0,27.63327294567336,,,119077,,,0,8.4724,M5  :,0.0001367728825596,14.15,,,,Gl 618B,,,245.01798,-37.530714,-9.255884211618813,-19.863252820891162,-16.833821060872292,2,79777,0,0,-2.837867,-6.090101,-5.161273,hyg:79777,
GJ 3076,Unknown,0,,0,27.64044838598313,,,118048,,,0,8.4746,m,0.0001128236121649,14.36,,,,GJ 3076,,,17.856585,15.439265,25.35950637405886,8.169724765674069,7.35835206795568,1,118048,0,0,7.77526,2.504849,2.256081,hyg:118048,
Gl 745A,Unknown,0,,0,27.76993246793668,,,93578,,,0,8.5143,M2,0.003107420310388586,10.77,93873,,,Gl 745A,,,286.773255,20.888048,7.487516516659064,-24.841866848548392,9.901514022872883,1,93578,0,0,2.295683,-7.616551,3.035818,hyg:93578,
Gl 185B,Unknown,0,,0,27.786240286822512,,,118345,,,0,8.5193,,0.003988411869090523,10.5,,,,Gl 185B,,,75.61637999999999,-21.255243,6.432984454661513,25.084321715051686,-10.073160339773874,2,23397,0,0,1.972362,7.690888,-3.088445,hyg:23397,
HIP 18899,Unknown,0,,0,27.895828829735336,,,18852,,,0,8.5529,,0.004369180633852877,10.41,18899,,,,,,60.76635,-15.152604,13.149897820816783,23.496559852688808,-7.291711796860595,1,18852,0,0,4.031777,7.204078,-2.235649,hyg:18852,
Gl 506,Yes,3,,3,27.903004270045106,61 Vir b; 61 Vir c; 61 Vir d,,64720,61 Vir,catalog identifier,0,8.5551,G5V,0.8098414473257883,4.74,64924,115617,5019,Gl 506,61    Vir,,199.601445,-18.311196,-24.954785448077704,-8.886642576405688,-8.766431120270628,1,64720,3,0,-7.651172,-2.724657,-2.6878,hyg:64720,
GJ 3517,Unknown,0,,0,27.9242044345967,,,118572,,,0,8.5616,m,1.9284127756e-06,18.8,,,,GJ 3517,,,133.400145,-3.49008,-19.150835968172036,20.25134303317254,-1.6999074712770035,1,118572,0,0,-5.871673,6.20909,-0.521194,hyg:118572,
Gl 185A,Unknown,0,,0,27.97475867314279,,,23397,,,0,8.5771,M0V,0.030394849687701085,8.31,23452,32450,,Gl 185A,,,75.61845,-21.256645,6.475485892241782,25.25406654027059,-10.141956504525666,1,23397,0,0,1.985393,7.742932,-3.109538,hyg:23397,
Gl 450,Unknown,0,,0,28.00117733973785,,,57629,,,0,8.5852,M1V,0.00800940030533287,9.76,57802,,,Gl 450,,,177.78072,35.272017,-22.843575215117227,0.8853188716743281,16.1695383663766,1,57629,0,0,-7.003872,0.27144,4.957603,hyg:57629,
Gl 17,Unknown,0,,0,28.005743529025885,,,1595,,,0,8.5866,F9V,1.3049684141302225,4.23,1599,1581,77,Gl 17,Zet Tuc,,5.01213,-64.874791,11.845719144187282,1.0400637650820368,-25.35613717867704,1,1595,0,0,3.631914,0.318885,-7.774227,hyg:1595,
Gl 877,Unknown,0,,0,28.100002722186023,,,112869,,,0,8.6155,K,0.004389347855347169,10.42,113229,,,Gl 877,,,343.94707500000004,-75.458671,6.7793331737227,-1.9516773639278888,-27.197439962821807,1,112869,0,0,2.078553,-0.598387,-8.338773,hyg:112869,
GJ 1105,Unknown,0,,0,28.102285816830037,,,38846,,,0,8.6162,M4V,0.001006468066438325,12.02,38956,,,GJ 1105,,,119.55274499999999,41.303706,-10.412418419183497,18.364296817053,18.54870889457782,1,38846,0,0,-3.192462,5.630519,5.68706,hyg:38846,
Gl 867B,Unknown,0,,0,28.18741263141411,,,119519,,,0,8.6423,dM4  e,0.0017108029875993287,11.45,,,,Gl 867B,,,339.68861999999996,-20.620869,24.741149759109458,-9.157407816494796,-9.927117298523648,2,111450,0,0,7.585671,-2.807674,-3.043668,hyg:111450,
Gl 222A,Unknown,0,,0,28.255905470734625,,,27844,,,0,8.6633,G0V,1.1460405911366023,4.39,27913,39587,2047,Gl 222A,54Chi1Ori,,88.59579000000001,20.276174,0.6495241184040085,26.496650584968283,9.791824371482965,1,27844,0,0,0.199145,8.12391,3.002187,hyg:27844,
HIP 31292,Unknown,0,,0,28.31461361872364,,,31220,,,0,8.6813,,0.0017914306484060245,11.41,31292,,,,,,98.44734,-75.624991,-1.032372997695476,6.953373478436132,-27.428127107217083,1,31220,0,0,-0.316527,2.131914,-8.409502,hyg:31220,
Gl 867A,Unknown,0,,0,28.35897088609312,,,111450,,,0,8.6949,M0Vpe,0.015645880180405514,9.06,111802,214479,,Gl 867A,,,339.68982,-20.621134,24.891605696150194,-9.21267175313512,-9.987567121569668,1,111450,0,0,7.631801,-2.824618,-3.062202,hyg:111450,
GJ 3839,Unknown,0,,0,28.36158013711485,,,118955,,,0,8.6957,m,0.0003791403441833,13.1,,,,GJ 3839,,,214.26487500000002,31.711595,-19.940215941340984,-13.583662972233611,14.908089436791768,1,118955,0,0,-6.113698,-4.16477,4.570841,hyg:118955,
Gl 250B,Unknown,0,,0,28.376257174112105,,,118446,,,0,8.7002,M2,0.006070158063410442,10.09,,,,Gl 250B,,,103.074975,-5.188427,-6.392870481766131,27.526231684070506,-2.565999424484929,2,32897,0,0,-1.960063,8.439581,-0.786739,hyg:32897,
Gl 183,Unknown,0,,0,28.40104505881858,,,23256,,,0,8.7078,K3V,0.21478304741305337,6.22,23311,32147,1614,Gl 183,,,75.204165,-5.753675,7.216552321179549,27.32160769581857,-2.8473256080845064,1,23256,0,0,2.212605,8.376843,-0.872994,hyg:23256,
